#AB
#A
#B
61	62	61	1
41	41	41	1
65	66	64	1
49	49	49	1
85	85	85	1
40	40	40	1
7	7	7	1
45	46	46	1
42	42	42	1
41	40	41	1
80	78	80	1
60	59	61	1
38	38	38	1
16	16	16	1
28	30	28	1
11	11	11	1
98	98	98	1
59	59	59	1
3	3	3	1
34	34	34	1
1	1	1	1
63	63	64	1
91	91	91	1
29	29	30	1
2	2	2	1
0	0	0	1
92	91	92	1
56	57	56	1
88	87	86	1
99	99	98	1
46	46	47	1
11	11	11	1
2	2	2	1
82	82	83	1
70	70	70	1
60	60	59	1
25	25	26	1
96	97	96	1
75	75	75	1
58	58	58	1
6	6	6	1
37	37	38	1
12	12	12	1
86	85	87	1
82	82	82	1
32	33	32	1
3	3	3	1
90	90	91	1
60	60	61	1
5	5	5	1
9	9	9	1
16	17	16	1
59	58	60	1
96	96	96	1
71	71	71	1
1	1	1	1
70	70	70	1
35	35	35	1
97	97	97	1
98	97	99	1
96	95	95	1
85	85	86	1
9	10	9	1
53	53	53	1
87	87	87	1
73	73	73	1
11	11	11	1
73	72	73	1
94	93	95	1
14	14	14	1
78	77	79	1
98	96	98	1
25	25	25	1
53	53	53	1
18	18	19	1
47	47	47	1
49	48	48	1
32	32	31	1
92	91	91	1
57	57	58	1
74	74	74	1
18	17	18	1
98	99	97	1
13	13	13	1
68	71	67	1
13	13	13	1
4	3	4	1
7	7	7	1
62	61	62	1
58	59	59	1
50	50	50	1
90	90	90	1
8	8	8	1
39	39	39	1
98	98	99	1
47	47	48	1
94	95	94	1
97	95	98	1
44	44	45	1
97	98	98	1
35	36	35	1
72	73	74	1
82	82	82	1
50	49	51	1
11	11	11	1
15	15	15	1
27	27	27	1
25	25	25	1
60	60	60	1
62	61	62	1
53	53	53	1
39	39	40	1
17	17	17	1
49	49	48	1
9	9	9	1
27	28	27	1
11	11	11	1
65	65	63	1
8	8	8	1
53	54	53	1
44	44	44	1
44	44	44	1
0	0	0	1
9	9	8	1
2	2	2	1
31	31	31	1
25	25	25	1
45	45	45	1
99	99	99	1
89	89	88	1
85	86	85	1
15	15	15	1
89	89	88	1
14	14	14	1
64	64	63	1
58	57	58	1
92	92	92	1
22	22	22	1
91	92	91	1
88	88	87	1
31	32	29	1
53	54	53	1
13	13	13	1
74	75	75	1
61	61	61	1
32	31	32	1
93	93	94	1
28	29	29	1
52	53	52	1
15	15	15	1
45	45	46	1
58	59	59	1
64	64	64	1
81	80	81	1
5	5	5	1
55	55	56	1
10	10	10	1
66	65	66	1
6	6	6	1
60	60	60	1
99	99	99	1
73	72	72	1
22	22	22	1
91	90	91	1
14	14	14	1
25	26	25	1
73	74	74	1
28	28	28	1
97	97	97	1
61	61	61	1
90	89	89	1
30	29	30	1
64	64	64	1
49	49	48	1
41	41	42	1
22	22	22	1
77	77	77	1
41	41	41	1
66	67	66	1
8	8	8	1
58	58	58	1
64	65	64	1
20	20	20	1
21	21	21	1
75	77	75	1
83	84	82	1
71	71	69	1
2	2	2	1
6	6	6	1
73	74	73	1
85	84	85	1
20	21	20	1
21	21	21	1
75	76	74	1
17	17	17	1
32	32	32	1
31	31	31	1
34	33	33	1
12	12	12	1
93	93	93	1
39	38	39	1
60	60	60	1
33	33	33	1
42	42	43	1
99	99	98	1
1	1	1	1
14	14	14	1
97	96	98	1
88	87	87	1
50	51	49	1
73	73	72	1
19	19	19	1
57	57	58	1
99	99	99	1
19	19	18	1
24	24	24	1
13	13	13	1
68	68	68	1
88	87	88	1
75	74	75	1
68	68	68	1
83	82	83	1
59	59	59	1
35	35	35	1
68	68	67	1
21	21	20	1
20	20	20	1
45	45	45	1
68	68	68	1
62	62	63	1
47	47	47	1
13	13	13	1
50	50	48	1
37	37	37	1
50	50	50	1
68	68	68	1
65	65	65	1
90	91	90	1
32	32	31	1
26	25	26	1
7	7	7	1
74	74	74	1
5	4	4	1
20	20	20	1
85	85	86	1
50	50	50	1
46	46	47	1
48	48	48	1
17	17	17	1
8	8	8	1
43	43	43	1
33	34	33	1
3	3	3	1
9	9	9	1
86	86	87	1
71	71	72	1
53	53	54	1
56	56	56	1
46	47	46	1
48	48	48	1
94	94	97	1
69	70	69	1
33	34	33	1
94	94	95	1
37	37	37	1
53	53	53	1
73	73	72	1
27	27	27	1
67	68	67	1
35	35	35	1
34	34	34	1
90	90	89	1
71	71	69	1
83	83	83	1
83	84	83	1
80	79	80	1
63	63	62	1
1	1	1	1
25	25	25	1
55	54	55	1
66	66	66	1
95	93	95	1
37	37	37	1
33	33	33	1
96	96	99	1
6	6	6	1
31	31	31	1
43	43	43	1
76	76	77	1
45	45	45	1
48	48	49	1
60	61	61	1
18	18	18	1
81	81	81	1
42	42	42	1
0	0	0	1
76	77	78	1
40	40	40	1
68	68	68	1
60	61	60	1
53	53	54	1
4	4	4	1
78	78	78	1
7	7	7	1
56	56	56	1
1	1	1	1
93	92	93	1
27	27	26	1
56	56	56	1
42	42	42	1
83	83	83	1
64	63	64	1
60	60	60	1
36	35	36	1
24	23	25	1
33	33	33	1
51	52	52	1
66	65	66	1
36	36	36	1
42	42	43	1
2	2	2	1
2	2	2	1
8	8	8	1
4	4	4	1
58	59	57	1
57	58	57	1
58	58	59	1
8	8	8	1
28	28	28	1
47	47	47	1
60	59	60	1
24	25	23	1
58	57	57	1
69	69	69	1
40	41	39	1
13	13	13	1
50	50	50	1
71	71	71	1
9	9	9	1
98	98	97	1
48	47	48	1
67	68	67	1
96	96	99	1
25	24	25	1
83	82	83	1
89	89	89	1
52	53	52	1
29	29	28	1
50	50	50	1
21	21	21	1
27	28	27	1
89	90	89	1
93	94	92	1
30	30	29	1
47	46	46	1
84	83	83	1
52	52	51	1
17	17	18	1
92	91	93	1
85	85	85	1
54	54	53	1
23	23	23	1
10	10	10	1
33	33	33	1
19	19	19	1
70	70	70	1
19	19	18	1
3	3	3	1
31	31	31	1
77	77	77	1
31	31	31	1
33	33	33	1
55	55	55	1
28	28	28	1
22	22	22	1
45	43	46	1
67	68	67	1
69	69	69	1
32	32	32	1
15	15	15	1
59	58	59	1
31	32	31	1
54	54	55	1
14	15	14	1
98	98	98	1
54	53	53	1
55	53	55	1
12	12	12	1
54	55	54	1
27	27	26	1
16	16	16	1
16	16	15	1
47	46	47	1
5	5	5	1
40	39	41	1
84	85	83	1
83	83	83	1
75	76	73	1
8	8	8	1
74	74	75	1
95	94	96	1
3	3	3	1
88	88	87	1
72	73	71	1
76	76	76	1
34	34	35	1
57	57	56	1
70	72	71	1
95	95	95	1
92	92	92	1
80	80	80	1
0	0	0	1
24	23	24	1
3	3	3	1
50	49	51	1
43	43	43	1
26	26	26	1
57	57	58	1
59	59	58	1
3	3	3	1
61	61	61	1
96	96	95	1
93	93	93	1
21	20	21	1
22	22	22	1
41	40	41	1
68	69	68	1
65	66	66	1
51	50	50	1
72	72	71	1
22	23	22	1
51	51	51	1
81	81	81	1
69	69	69	1
6	6	6	1
10	10	10	1
29	29	29	1
92	92	91	1
15	15	15	1
38	38	39	1
75	76	76	1
51	51	51	1
61	61	61	1
60	60	60	1
28	28	27	1
81	81	81	1
1	1	1	1
52	52	52	1
52	53	52	1
41	41	41	1
13	13	13	1
86	87	85	1
57	57	57	1
16	16	16	1
71	71	72	1
30	30	30	1
71	72	72	1
3	3	3	1
7	7	7	1
38	39	38	1
70	70	70	1
85	86	86	1
38	38	37	1
15	15	15	1
6	6	6	1
9	9	9	1
35	36	35	1
81	80	81	1
49	49	49	1
47	47	46	1
89	89	90	1
24	24	24	1
45	45	45	1
10	10	10	1
88	88	88	1
65	65	64	1
57	58	57	1
34	35	34	1
25	25	25	1
21	21	21	1
1	1	1	1
70	70	69	1
77	77	77	1
12	12	12	1
19	19	19	1
61	61	60	1
30	28	31	1
39	39	39	1
16	16	16	1
2	2	2	1
84	86	85	1
73	72	74	1
1	1	1	1
54	54	54	1
23	23	23	1
8	8	8	1
62	62	61	1
15	15	15	1
79	79	79	1
4	4	4	1
46	46	46	1
8	8	8	1
14	14	13	1
14	14	14	1
83	83	83	1
86	85	86	1
35	35	35	1
40	40	40	1
20	20	19	1
90	89	91	1
69	70	71	1
68	68	68	1
9	9	9	1
98	98	99	1
35	35	35	1
69	69	68	1
90	90	89	1
67	67	69	1
42	41	43	1
79	78	80	1
99	99	99	1
70	70	70	1
38	38	39	1
70	71	69	1
72	70	71	1
62	63	63	1
83	81	83	1
35	35	35	1
83	84	83	1
57	56	57	1
93	93	93	1
30	30	30	1
4	4	4	1
57	57	57	1
61	60	62	1
