#AB
#A
#B
57	58	57	1
66	67	67	1
36	37	35	1
53	53	54	1
4	4	4	1
24	24	24	1
99	99	99	1
65	67	66	1
32	32	32	1
15	15	15	1
43	41	42	1
31	30	32	1
82	81	82	1
61	60	60	1
9	11	9	1
46	46	47	1
68	68	67	1
96	96	96	1
15	15	16	1
9	9	9	1
94	94	95	1
31	31	32	1
56	56	56	1
95	96	97	1
53	52	55	1
99	99	97	1
35	34	35	1
90	92	90	1
88	86	85	1
54	54	52	1
31	31	33	1
33	34	34	1
68	67	68	1
61	61	62	1
50	50	50	1
40	40	38	1
30	30	31	1
2	2	2	1
22	22	22	1
66	66	66	1
84	85	83	1
45	45	46	1
18	18	18	1
92	91	94	1
65	65	65	1
87	89	87	1
93	93	94	1
58	58	59	1
6	6	6	1
83	84	85	1
27	27	27	1
95	97	97	1
3	3	3	1
90	90	90	1
31	31	31	1
41	42	41	1
16	16	16	1
52	51	52	1
23	23	23	1
94	93	96	1
11	11	11	1
84	84	85	1
59	61	61	1
55	55	55	1
14	14	14	1
22	22	22	1
86	86	85	1
81	80	82	1
14	14	14	1
43	42	43	1
74	72	76	1
54	52	54	1
13	13	13	1
78	79	79	1
74	74	76	1
15	15	15	1
96	94	95	1
52	52	51	1
88	86	87	1
16	16	16	1
60	60	61	1
84	82	83	1
26	31	26	1
94	96	93	1
93	97	91	1
60	61	58	1
98	94	99	1
31	31	30	1
76	75	76	1
6	6	6	1
73	73	73	1
88	88	88	1
57	57	56	1
12	12	12	1
6	6	7	1
90	90	91	1
59	60	59	1
69	67	70	1
20	20	21	1
84	85	85	1
38	40	38	1
74	75	77	1
6	6	6	1
52	51	53	1
26	27	25	1
28	28	28	1
9	9	9	1
77	78	76	1
57	57	56	1
56	55	56	1
4	4	4	1
57	57	59	1
84	83	84	1
14	14	13	1
33	33	33	1
78	80	78	1
61	61	62	1
58	58	55	1
15	15	15	1
39	40	38	1
27	27	27	1
12	12	12	1
34	34	33	1
44	44	42	1
69	69	70	1
40	40	40	1
71	71	70	1
4	4	4	1
37	37	37	1
29	29	29	1
95	97	96	1
46	46	45	1
16	16	15	1
85	84	86	1
17	17	16	1
40	39	40	1
86	86	86	1
97	98	96	1
5	5	5	1
52	52	51	1
80	83	76	1
80	81	80	1
0	0	0	1
71	73	73	1
40	41	40	1
54	53	54	1
66	66	67	1
63	65	64	1
54	55	53	1
98	99	98	1
83	82	85	1
69	70	70	1
60	60	60	1
5	5	5	1
27	28	27	1
60	60	61	1
77	77	76	1
23	23	23	1
97	98	96	1
12	12	12	1
71	72	72	1
34	33	34	1
24	24	23	1
86	85	86	1
26	26	27	1
5	5	5	1
77	78	78	1
53	53	53	1
74	74	74	1
65	65	64	1
71	70	69	1
79	78	79	1
91	91	90	1
89	88	87	1
60	60	62	1
98	98	97	1
76	76	77	1
1	1	1	1
2	2	2	1
83	83	82	1
19	19	19	1
79	80	79	1
91	90	90	1
15	15	15	1
36	38	36	1
45	46	44	1
20	20	18	1
88	89	89	1
53	53	52	1
23	24	23	1
29	28	29	1
26	28	26	1
13	13	13	1
27	28	26	1
85	83	85	1
5	5	5	1
78	79	77	1
29	28	28	1
31	31	31	1
47	47	47	1
87	86	87	1
49	49	49	1
48	48	48	1
89	88	91	1
95	95	94	1
29	29	29	1
28	28	28	1
3	3	3	1
24	23	23	1
62	64	61	1
55	55	54	1
75	76	74	1
7	7	7	1
63	63	64	1
20	20	19	1
80	79	81	1
81	81	82	1
31	31	31	1
37	36	37	1
17	16	17	1
59	60	60	1
45	44	45	1
13	13	13	1
2	2	2	1
74	74	73	1
41	41	39	1
97	97	97	1
51	51	52	1
31	31	31	1
28	28	29	1
35	35	36	1
79	80	78	1
63	63	60	1
63	63	64	1
5	5	5	1
76	76	76	1
21	21	21	1
28	28	28	1
86	85	84	1
64	62	64	1
72	71	72	1
90	91	90	1
52	48	49	1
18	18	18	1
53	53	54	1
53	52	53	1
75	75	76	1
77	77	76	1
95	97	94	1
73	72	73	1
87	88	88	1
94	96	93	1
50	50	50	1
94	95	94	1
97	98	99	1
53	52	54	1
35	35	36	1
39	39	39	1
91	93	92	1
52	53	52	1
63	63	66	1
36	37	36	1
94	95	94	1
11	11	11	1
59	60	60	1
18	18	18	1
39	39	38	1
18	18	19	1
94	95	95	1
19	19	19	1
1	1	1	1
38	38	37	1
96	96	93	1
76	77	76	1
37	38	37	1
28	27	28	1
31	31	30	1
49	50	49	1
4	4	4	1
35	34	35	1
23	23	23	1
83	80	84	1
88	88	89	1
76	76	76	1
94	94	98	1
4	4	4	1
79	79	79	1
67	66	66	1
50	50	51	1
31	31	31	1
41	41	42	1
19	20	20	1
28	29	28	1
17	17	17	1
52	51	52	1
21	22	21	1
51	52	53	1
40	39	40	1
54	55	55	1
99	99	98	1
21	21	22	1
63	63	63	1
7	7	7	1
27	27	27	1
2	2	2	1
42	42	43	1
90	89	90	1
20	21	19	1
75	75	74	1
42	42	42	1
41	41	41	1
32	31	32	1
27	27	27	1
50	48	50	1
9	8	10	1
71	71	72	1
71	72	73	1
75	74	75	1
53	53	54	1
72	72	74	1
27	26	27	1
97	99	97	1
73	74	74	1
22	22	22	1
79	81	78	1
30	31	30	1
92	93	94	1
19	19	19	1
85	84	84	1
75	75	74	1
97	96	96	1
57	59	55	1
69	68	68	1
9	9	9	1
95	97	93	1
27	27	26	1
80	80	80	1
92	92	91	1
11	11	12	1
6	6	6	1
72	70	72	1
88	89	89	1
45	45	48	1
72	70	72	1
38	37	38	1
91	92	90	1
79	80	79	1
13	13	12	1
62	63	63	1
42	42	42	1
33	34	33	1
77	78	76	1
86	87	85	1
73	73	71	1
93	91	92	1
83	82	82	1
63	63	61	1
71	72	73	1
7	6	7	1
77	77	76	1
91	91	90	1
35	35	35	1
5	5	5	1
12	12	12	1
19	19	19	1
72	71	72	1
97	97	94	1
59	61	59	1
45	44	45	1
39	39	39	1
22	22	22	1
58	58	57	1
7	7	7	1
33	33	33	1
44	44	44	1
12	11	12	1
83	84	83	1
57	57	57	1
80	80	81	1
67	66	66	1
68	66	68	1
74	75	74	1
52	52	53	1
95	97	96	1
4	4	4	1
1	1	1	1
32	30	32	1
63	62	64	1
33	34	33	1
43	43	42	1
73	72	73	1
18	19	17	1
0	0	0	1
25	25	25	1
29	28	30	1
44	45	43	1
38	38	38	1
53	54	50	1
21	21	21	1
83	84	85	1
62	61	63	1
25	26	24	1
78	77	77	1
51	52	50	1
47	48	47	1
64	63	66	1
50	51	49	1
50	52	51	1
29	29	29	1
95	95	95	1
18	18	18	1
87	87	86	1
45	44	45	1
44	43	44	1
99	97	99	1
0	0	0	1
1	1	1	1
71	71	73	1
24	24	23	1
45	43	45	1
1	1	1	1
94	94	93	1
49	49	49	1
26	24	26	1
92	91	92	1
23	22	23	1
27	27	27	1
62	63	63	1
70	68	68	1
49	49	48	1
27	28	26	1
22	22	22	1
56	56	56	1
49	49	49	1
6	6	6	1
22	23	22	1
57	58	57	1
48	48	47	1
62	63	62	1
74	75	76	1
32	33	33	1
77	78	77	1
52	52	52	1
56	56	56	1
